"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
265,"Has.the.patient.had.any.of.the.following.hearing.tests?","Behavioral.audiometry","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Behavioral.audiometry"
266,"Has.the.patient.had.any.of.the.following.hearing.tests?","Brainstem.evoked.auditory.response.(BEAR)","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Brainstem.evoked.auditory.response.(BEAR)"
267,"Has.the.patient.had.any.of.the.following.hearing.tests?","Auditory.Brainstem.Response.(ABR)","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Auditory.Brainstem.Response.(ABR)"
268,"Has.the.patient.had.any.of.the.following.hearing.tests?","Tympanogram","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Tympanogram"
269,"Has.the.patient.had.any.of.the.following.hearing.tests?","Otoacoustic.emissions","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Otoacoustic.emissions"
270,"Has.the.patient.had.any.of.the.following.hearing.tests?","None","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_None"
271,"Has.the.patient.had.any.of.the.following.hearing.tests?","Unsure","Ears - Hearing",,,,,"Has.the.patient.had.any.of.the.following.hearing.tests?_Unsure"
272,"What.is.the.highest.number.of.ear.infections.the.patient.has.had.in.a.given.year?",,"Ears - Hearing",,,,,"What.is.the.highest.number.of.ear.infections.the.patient.has.had.in.a.given.year?"
273,"Has.the.patient.had.ear.infections.after.age.three,.which.required.recurrent.courses.of.antibiotics?",,"Ears - Hearing",,,,,"Has.the.patient.had.ear.infections.after.age.three,.which.required.recurrent.courses.of.antibiotics?"
274,"Has.the.patient.had.ear.tubes?",,"Ears - Hearing",,,,,"Has.the.patient.had.ear.tubes?"
275,"How.old.was.the.patient.when.ear.tubes.were.placed?","Age.of.patient_Years","Ears - Hearing",,,,,"How.old.was.the.patient.when.ear.tubes.were.placed?_Age.of.patient_Years"
276,"How.old.was.the.patient.when.ear.tubes.were.placed?","Age.of.patient_Months","Ears - Hearing",,,,,"How.old.was.the.patient.when.ear.tubes.were.placed?_Age.of.patient_Months"
277,"Were.more.than.one.set.of.ear.tubes.required?",,"Ears - Hearing",,,,,"Were.more.than.one.set.of.ear.tubes.required?"
278,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Tongue.tied.(Ankyloglossia)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Tongue.tied.(Ankyloglossia)"
279,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Cleft.lip","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Cleft.lip"
280,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Cleft.palate","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Cleft.palate"
281,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","No","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_No"
282,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Unsure","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Unsure"
283,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Other","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Other"
284,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?","Other.Value","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.mouth.conditions?_Other.Value"
285,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Widely.spaced.teeth","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Widely.spaced.teeth"
286,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Large.gap.between.two.front.teeth.on.the.top","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Large.gap.between.two.front.teeth.on.the.top"
287,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Malocclusion","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Malocclusion"
288,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Supernumerary.teeth.(extra.teeth)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Supernumerary.teeth.(extra.teeth)"
289,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Weak/soft.tooth.enamel","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Weak/soft.tooth.enamel"
290,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","High.number.of.cavities","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_High.number.of.cavities"
291,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Tooth.in.palate.(roof.of.mouth)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Tooth.in.palate.(roof.of.mouth)"
292,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Tooth/teeth.extraction.(pulled)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Tooth/teeth.extraction.(pulled)"
293,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Enamel.Hypoplasia","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Enamel.Hypoplasia"
294,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","No","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_No"
295,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Unsure","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Unsure"
296,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Other","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Other"
297,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Other.Value","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Other.Value"
298,"Have.the.patient's.permanent.teeth.come.in?",,"Mouth - Dental",1,,,,"Have.the.patient's.permanent.teeth.come.in?"
299,"Has.the.patient.ever.ground.his.or.her.teeth?","Yes,.during.the.day","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Yes,.during.the.day"
300,"Has.the.patient.ever.ground.his.or.her.teeth?","Yes,.during.the.night","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Yes,.during.the.night"
301,"Has.the.patient.ever.ground.his.or.her.teeth?","No","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_No"
302,"Has.the.patient.ever.ground.his.or.her.teeth?","Unsure","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Unsure"
303,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","1_Condition","Nose - Throat",,"refactor","Condition","1","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_1_Condition"
304,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","1_Age.at.onset","Nose - Throat",,,"Age.at.onset","1","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_1_Age.at.onset"
305,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","2_Condition","Nose - Throat",,"refactor","Condition","2","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_2_Condition"
306,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","2_Age.at.onset","Nose - Throat",,,"Age.at.onset","2","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_2_Age.at.onset"
307,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","3_Condition","Nose - Throat",,"refactor","Condition","3","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_3_Condition"
308,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","3_Age.at.onset","Nose - Throat",,,"Age.at.onset","3","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_3_Age.at.onset"
311,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","1_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","1","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_1_Surgical.procedures"
312,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","1_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","1","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_1_Age.at.surgery"
313,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","2_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","2","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_2_Surgical.procedures"
314,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","2_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","2","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_2_Age.at.surgery"
315,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","3_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","3","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_3_Surgical.procedures"
316,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","3_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","3","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_3_Age.at.surgery"
319,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","1","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Conditions"
320,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","1","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Age.at.diagnosis"
321,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","2","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Conditions"
322,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","2","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Age.at.diagnosis"
323,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","3","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Conditions"
324,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","3","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Age.at.diagnosis"
325,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","4","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Conditions"
326,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","4","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Age.at.diagnosis"
327,"How.was.the.issue.diagnosed?","Exam.by.orthopedic.surgeon","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.orthopedic.surgeon"
328,"How.was.the.issue.diagnosed?","Exam.by.physical.therapist","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.physical.therapist"
329,"How.was.the.issue.diagnosed?","Exam.by.pediatrician","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.pediatrician"
330,"How.was.the.issue.diagnosed?","Exam.by.developmental.pediatrician","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.developmental.pediatrician"
331,"How.was.the.issue.diagnosed?","X-ray","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_X-ray"
332,"How.was.the.issue.diagnosed?","Unsure","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Unsure"
333,"How.was.the.issue.diagnosed?","Not.applicable","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Not.applicable"
334,"How.was.the.issue.diagnosed?","Other","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Other"
335,"How.was.the.issue.diagnosed?","Other.Value","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Other.Value"
336,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","1","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Conditions"
337,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","1","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Age.of.onset"
338,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","2","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Conditions"
339,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","2","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Age.of.onset"
340,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","3","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Conditions"
341,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","3","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Age.of.onset"
342,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","4","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Conditions"
343,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","4","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Age.of.onset"
344,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Physical.therapy","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Physical.therapy"
345,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Hip.braces","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Hip.braces"
346,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Leg.braces","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Leg.braces"
347,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Orthotics","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Orthotics"
348,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Custom.shoe.inserts","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Custom.shoe.inserts"
349,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Unsure","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Unsure"
350,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Not.applicable","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Not.applicable"
351,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Other","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Other"
352,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Other.Value","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Other.Value"
353,"Does.the.patient.have.a.sacral.dimple?",,"Neck - Back - Orthopedic",,,,,"Does.the.patient.have.a.sacral.dimple?"
354,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Hyperactive.Deep.Tendon.Reflexes.(DTR)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Hyperactive.Deep.Tendon.Reflexes.(DTR)"
355,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Absent.or.weak.DTR","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Absent.or.weak.DTR"
356,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Resting.or.intention.tremor","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Resting.or.intention.tremor"
357,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Lax.ligaments.(loose.joints,.sometimes.called.double.jointed)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Lax.ligaments.(loose.joints,.sometimes.called.double.jointed)"
358,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Hyperextensible.joints.(joints.can.extend.farther.and.in.a.larger.range.of.motion.than.average)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Hyperextensible.joints.(joints.can.extend.farther.and.in.a.larger.range.of.motion.than.average)"
359,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Large.fleshy.hands","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Large.fleshy.hands"
360,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Dysplastic.or.unusual.fingernails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Dysplastic.or.unusual.fingernails"
361,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Fifth.finger.clinodactyly.(bend.or.curvature.of.the.fifth.toward.the.adjacent.fourth.finger)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Fifth.finger.clinodactyly.(bend.or.curvature.of.the.fifth.toward.the.adjacent.fourth.finger)"
362,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Single.palmer.crease","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Single.palmer.crease"
363,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Dysplastic.or.unusual.toenails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Dysplastic.or.unusual.toenails"
364,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","2/3.toe.syndactyly.(second.and.third.toes.are.fused.together)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_2/3.toe.syndactyly.(second.and.third.toes.are.fused.together)"
365,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Recurring.ingrown.toenails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Recurring.ingrown.toenails"
366,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","No","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_No"
367,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Unsure","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Unsure"
368,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Other","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Other"
369,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Other.Value","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Other.Value"
370,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Face","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Face"
371,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Bushy.eyebrows","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Bushy.eyebrows"
372,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Neck","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Neck"
373,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Back","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Back"
374,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Buttocks","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Buttocks"
375,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Chest","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Chest"
376,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Abdomen","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Abdomen"
377,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Upper.arms","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Upper.arms"
378,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Forearms","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Forearms"
379,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Thighs","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Thighs"
380,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Lower.leg.and.calves","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Lower.leg.and.calves"
381,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","No","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._No"
382,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Unsure","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Unsure"
383,"Has.the.patient.ever.had.eczema?",,"Skin",,,,,"Has.the.patient.ever.had.eczema?"
384,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Congenital.heart.disease","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Congenital.heart.disease"
385,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Non-congenital.heart.disease","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Non-congenital.heart.disease"
386,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Heart.murmur","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Heart.murmur"
387,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Cyanosis","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Cyanosis"
388,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Heart.rate.too.fast/slow","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Heart.rate.too.fast/slow"
389,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Fainting.or.dizzy.spells","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Fainting.or.dizzy.spells"
390,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","No","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_No"
391,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Unsure","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Unsure"
392,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Other","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Other"
393,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Other.Value","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Other.Value"
394,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Diagnosis","Cardiovascular",,"refactor","Diagnosis","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Diagnosis"
395,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Age.at.diagnosis","Cardiovascular",,,"Age.at.diagnosis","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Age.at.diagnosis"
396,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Current.status","Cardiovascular",,,"Current.status","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Current.status"
